name,firstname,surname,role_raw,gender,type,n_mentions,n_docs
Larry HOGAN,Larry,HOGAN,guvernér,M,M6,1,1
Laura HUTCHINSONOVÁ,Laura,HUTCHINSONOVÁ,studentka,F,M2,1,1
Laura MELLEROVÁ,Laura,MELLEROVÁ,polární badatelka poradkyně,F,M3,1,1
Ladislav ŠIGUT,Ladislav,ŠIGUT,doktorand,M,?,1,1
Ladislav ŠPAČEK,Ladislav,ŠPAČEK,bývalý mluvčí,M,M1,1,1
Ladislav ŠPAČEK,Ladislav,ŠPAČEK,mluvčí prezidenta,M,M1,1,1
Ladislav ŠTICHA,Ladislav,ŠTICHA,mluvčí,M,M1,1,1
Klára SUTLOVIČOVÁ,Klára,SUTLOVIČOVÁ,vedoucí programu energetiky,F,M5,1,1
Kmotr VR,Kmotr,VR,protože je to jeden z,M,?,1,1
Klára BAZALOVÁ,Klára,BAZALOVÁ,moderátorka záběry z,F,M1,1,1
Klára BAZALOVÁ,Klára,BAZALOVÁ,redaktorka,F,M1,1,1
Klára DOSTÁLOVÁ,Klára,DOSTÁLOVÁ,předsedkyně sněmovního výboru pro veřejnou,F,M6,1,1
Klára HLAVÁČKOVÁ,Klára,HLAVÁČKOVÁ,návštěvnice,F,?,1,1
Kitty FERGUSONOVÁ,Kitty,FERGUSONOVÁ,autorka životopisu,F,?,1,1
Klaus IOHANNIS,Klaus,IOHANNIS,rumunský prezident,M,?,1,1
Martin KOPECKÝ,Martin,KOPECKÝ,spoluautor studie,M,?,1,1
Martin KUBA,Martin,KUBA,bývalý ministr průmyslu a obchodu,M,M6,1,1
Martin KUKUČKA,Martin,KUKUČKA,režisér,M,?,1,1
Martin KAISER,Martin,KAISER,zástupce,M,M5,1,1
Martin KOLOVRATNÍK,Martin,KOLOVRATNÍK,předseda sněmovní volební komise,M,M6,1,1
Klára KOŠINOVÁ,Klára,KOŠINOVÁ,doktorandka,F,?,1,1
Klára PUČEROVÁ,Klára,PUČEROVÁ,kurátorka výstavy,F,?,1,1
Klára STOLINSKÁ,Klára,STOLINSKÁ,spoluorganizátorka akce,F,?,1,1
Ko BARRETTOVÁ,Ko,BARRETTOVÁ,vícepředkyně,F,?,1,1
Koalici SPOLU,Koalici,SPOLU,by podle průběžných informací mohlo,M,?,1,1
Koaliční ČSSD,Koaliční,ČSSD,ho nepodpořila projedná ho až,M,?,1,1
Komisariát OSN,Komisariát,OSN,pro uprchlíky nebo,M,?,1,1
Martin LUKÁŠ,Martin,LUKÁŠ,jednatel,M,M5,1,1
Martin MOKREJŠ,Martin,MOKREJŠ,přírodovědec člen,M,M3,1,1
Martin KUPKA,Martin,KUPKA,poslanec místopředseda strany,M,M6,1,1
Martin LAŠTUVKA,Martin,LAŠTUVKA,redaktor,M,M1,1,1
Kornél CZÍRIA,Kornél,CZÍRIA,jednatel,M,M5,1,1
Krista MIKKONENOVÁ,Krista,MIKKONENOVÁ,finská ministryně životního prostředí,F,M6,1,1
Konference OSN,Konference,OSN,o globálním oteplování,F?,?,1,1
Konference OSN,Konference,OSN,o klimatických změnách se prodlouží,F?,?,1,1
Konference OSN,Konference,OSN,o změnách klimatu ve,F?,?,1,1
Kongresu OSN,Kongresu,OSN,nebo ve,M,?,1,1
Ko BARETTOVÁ,Ko,BARETTOVÁ,místopředsedkyně,F,M6,1,1
Ko BARRETTOVÁ,Ko,BARRETTOVÁ,vicepředsedkyně,F,?,1,1
Martin PLÍŠEK,Martin,PLÍŠEK,předseda sněmovní komise k únikům,M,M6,1,1
Martin POVEJŠIL,Martin,POVEJŠIL,český velvyslanec při,M,?,1,1
Martin PRAJER,Martin,PRAJER,tajemník,M,M6,1,1
Martin RACHMANN,Martin,RACHMANN,redaktor,M,M1,1,1
Martin NOVÁK,Martin,NOVÁK,finanční ředitel,M,?,1,1
Martin PAJER,Martin,PAJER,tajemník,M,M6,1,1
Martin PALOUŠ,Martin,PALOUŠ,spoluzakladatel,M,M5,1,1
Katarína SENDECKÁ,Katarína,SENDECKÁ,analytická chemička,F,?,1,1
Katrin FLEISCHEROVÁ,Katrin,FLEISCHEROVÁ,profesorka klimatologie a geografie,F,M3,1,1
Kdy MPO,Kdy,MPO,tedy vypsalo jakousi socioekonomickou nebo,M,?,1,1
Kdyby ČSSD,Kdyby,ČSSD,z vlády odešla kdyby se,M,?,1,1
Kejči JUMOTO,Kejči,JUMOTO,ředitel japonského úřadu pro reakce,M,M5,1,1
Kateřina HOFSCHNAIDROVÁ,Kateřina,HOFSCHNAIDROVÁ,dobrovolnice,F,?,1,1
Martin SCHULZ,Martin,SCHULZ,předseda německé sociální demokracie,M,M6,1,1
Martin REŠ,Martin,REŠ,obyvatel,M,M2,1,1
Martin ROMAN,Martin,ROMAN,tehdejší generální ředitel,M,M5,1,1
Kim DO HYEON,Kim,DO HYEON,vůdkyně demonstrací v,M,?,1,1
Kim HOLMEN,Kim,HOLMEN,ředitel,M,M5,1,1
Kellyanne CONWAYOVÁ,Kellyanne,CONWAYOVÁ,manažerka kampaně,F,M5,1,1
Ken BRYANT SMITH,Ken,BRYANT SMITH,obyvatel,M,M2,1,1
Ken TAYLOR,Ken,TAYLOR,výzkumník ledovců v,M,M3,1,1
Kenneth JALOWITZ,Kenneth,JALOWITZ,americký diplomat,M,M6,1,1
Kerem ATATUN,Kerem,ATATUN,asistent vedoucího projektu na ochranu,M,?,1,1
Keren NEELYOVÁ,Keren,NEELYOVÁ,vědecká pracovnice,F,M3,1,1
Klaus JOHANNIS,Klaus,JOHANNIS,rumunský premiér hostitel summitu,M,?,1,1
Klaus SCHWAB,Klaus,SCHWAB,zakladatel,M,M5,1,1
Klub KSČM,Klub,KSČM,nepodporuje tuto normu tak vraťme,M,?,1,1
Kevin FAULCONER,Kevin,FAULCONER,kandidát na guvernéra,M,M6,1,1
Kevin JOHNSON,Kevin,JOHNSON,válečný veterán,M,?,1,1
Kevin PAFFRATH,Kevin,PAFFRATH,kandidát na guvernéra,M,M6,1,1
Keystone XL,Keystone,XL,tedy ta nová trubka jen,F?,?,1,1
Kidan BIRHANEOVÁ,Kidan,BIRHANEOVÁ,obyvatelka,F,M2,1,1
Martin SEMRÁD,Martin,SEMRÁD,psycholog,M,M3,1,1
Martin SLORIARIK,Martin,SLORIARIK,analytik,M,M5,1,1
Karel SCHWARZENBERG,Karel,SCHWARZENBERG,ministr zahraničí předseda strany,M,M6,1,1
Karel OTAVA,Karel,OTAVA,starosta,M,M6,1,1
Karel PEŠÁK,Karel,PEŠÁK,spolumajitel,M,?,1,1
Karel KALIVODA,Karel,KALIVODA,místostarosta,M,?,1,1
Karel KLEM,Karel,KLEM,vedoucí oddělení impaktových studií,M,M5,1,1
Karel KLEM,Karel,KLEM,vědec,M,M3,1,1
Martin ŠPALEK,Martin,ŠPALEK,místostarosta,M,?,1,1
Martin ZAVRTÁLEK,Martin,ZAVRTÁLEK,metodik ochrany lesa,M,?,1,1
Martin ŘEZNÍČEK,Martin,ŘEZNÍČEK,bývalý zpravodaj,M,M1,1,1
Martin ŘEZNÍČEK,Martin,ŘEZNÍČEK,moderátor skotští nacionalisté tak samozřejmě,M,M1,1,1
Martin ŘEZNÍČEK,Martin,ŘEZNÍČEK,moderátor v době růstu ekonomického,M,M1,1,1
Martin SORG,Martin,SORG,vědec z,M,M3,1,1
Martin TOBOLKA,Martin,TOBOLKA,obsluha lanové dráhy,M,?,1,1
Martin TOMŠÍČEK,Martin,TOMŠÍČEK,student,M,M2,1,1
Karla IV,Karla,IV,bývalý německý prezident,F?,M6,1,1
Karla IV,Karla,IV,který,F?,?,1,1
Karolina BACOVÁ POGORZELSKÁ,Karolina,BACOVÁ POGORZELSKÁ,publicistka novinářka,F,M1,1,1
Karel VLASÁK,Karel,VLASÁK,radní,M,M6,1,1
Karel ČERMÁK,Karel,ČERMÁK,generální ředitel,M,M5,1,1
Karel ŠROL,Karel,ŠROL,tiskový odbor,M,?,1,1
Karin POLZIOVÁ,Karin,POLZIOVÁ,turistka,F,?,1,1
Martin ŘEZNÍČEK,Martin,ŘEZNÍČEK,reportér,M,M1,1,1
Kate BROWNOVÁ,Kate,BROWNOVÁ,guvernérka státu,F,M6,1,1
Kate SHEFFEROVÁ,Kate,SHEFFEROVÁ,národní akvárium v,F,?,1,1
Kateřina DAVIDOVÁ,Kateřina,DAVIDOVÁ,koordinátorka centrum pro dopravu a,F,M5,1,1
Karolína BRANDLOVÁ,Karolína,BRANDLOVÁ,zooložka,F,?,1,1
Karina KOTTOVÁ,Karina,KOTTOVÁ,kurátorka výstavy,F,?,1,1
Karina KUBELKOVÁ,Karina,KUBELKOVÁ,hlavní analytička,F,M5,1,1
Karine ELHARRAROVÁ,Karine,ELHARRAROVÁ,izraelská ministryně energetiky,F,M6,1,1
Karine ELHARRAROVÉ,Karine,ELHARRAROVÉ,izraelská ministryně energetiky,F?,M6,1,1
Matyáš JAKUBŮ,Matyáš,JAKUBŮ,protestující,?,?,1,1
Martina NAVRÁTILOVÁ,Martina,NAVRÁTILOVÁ,tenistka,F,?,1,1
Martina RIEBAUEROVÁ,Martina,RIEBAUEROVÁ,dramaturgyně,F,?,1,1
Martina VAŠÁKOVÁ,Martina,VAŠÁKOVÁ,přednostka pneumologické kliniky,F,?,1,1
Masajči KAWAMOTO,Masajči,KAWAMOTO,obyvatel města,M,M2,1,1
Matt DUNBABIN,Matt,DUNBABIN,vynálezce robota,M,?,1,1
Martin ŠTRUPL,Martin,ŠTRUPL,generální ředitel,M,M5,1,1
Martina DLABAJOVÁ,Martina,DLABAJOVÁ,europoslankyně,F,M6,1,1
Kamala HARRIS,Kamala,HARRIS,zvolená viceprezidentka,F?,?,1,1
Kamala HARRISOVÁ,Kamala,HARRISOVÁ,americká viceprezidentka,F,M6,1,1
Matěj FICHTNER,Matěj,FICHTNER,poslanec,M,M6,1,1
Matěj PEKR,Matěj,PEKR,útočník,M,?,1,1
Matteo RENZI,Matteo,RENZI,italská premiér,M,M6,1,1
Matteo SALVINI,Matteo,SALVINI,italský ministr vnitra,M,M6,1,1
Matthias HUSS,Matthias,HUSS,vědec,M,M3,1,1
Matthias KNOTT,Matthias,KNOTT,mluvčí bavorské policie,M,M1,1,1
Kamala HARRISOVÁ,Kamala,HARRISOVÁ,demokratická kandidátka na viceprezidentku,F,?,1,1
Kamala HARRISOVÁ,Kamala,HARRISOVÁ,viceprezidentka,F,M6,1,1
Kamil ISIKLI,Kamil,ISIKLI,turecká zemědělec,M,M2,1,1
Jytte GUTELANDOVÁ,Jytte,GUTELANDOVÁ,europoslankyně,F,M6,1,1
János ÁDER,János,ÁDER,maďarský prezident,M,M6,1,1
Kacanobu KATO,Kacanobu,KATO,vrchní tajemník japonské vlády,M,?,1,1
Kaci KULLMANOVÁ FIVEOVÁ,Kaci,KULLMANOVÁ FIVEOVÁ,předsedkyně,F,M6,1,1
Kafule JIGZAV,Kafule,JIGZAV,stavební dělník,F?,?,1,1
Karel KLEMO,Karel,KLEMO,vědecký pracovník,M,M3,1,1
Karel HAVLÍČEK,Karel,HAVLÍČEK,vicepremiér a ministr průmyslu a,M,M6,1,1
Karel HAVLÍČEK,Karel,HAVLÍČEK,vicepremiér ministr dopravy a ministr,M,M6,1,1
Karel HANZELKA,Karel,HANZELKA,mluvčí,M,M1,1,1
Karel HAVLÍČEK,Karel,HAVLÍČEK,ministr průmyslu a obchodu a,M,M6,1,1
Kamil VÁVRA,Kamil,VÁVRA,odlévač,M,?,1,1
Kandidátem SPD,Kandidátem,SPD,se stal jeho předseda,M,?,1,1
Kapela MIDI,Kapela,MIDI,lidi vyhrála soutěž o nejlepší,F?,?,1,1
Justin HORN,Justin,HORN,meteorolog stanice,M,M3,1,1
Jyri VILJANEN,Jyri,VILJANEN,kapitán ledoborce,M,?,1,1
Julia EVEOVÁ TRUSTRAMOVÁ,Julia,EVEOVÁ TRUSTRAMOVÁ,šéfka marketingu asociace anglických vinařů,F,?,1,1
Julianne BARBIERE,Julianne,BARBIERE,mezinárodní oceánografická komise,F?,?,1,1
Julianne STROEVEOVÁ,Julianne,STROEVEOVÁ,klimatoložka,F,M3,1,1
Julie LAMBOVÁ,Julie,LAMBOVÁ,obyvatelka,F,M2,1,1
Julien PERRIN,Julien,PERRIN,francouzský včelař,M,?,1,1
Jude LEE,Jude,LEE,členka,F?,M6,1,1
Max BARCLAY,Max,BARCLAY,kurátor oddělení brouků,M,?,1,1
Max GRAHAM,Max,GRAHAM,ředitel,M,M5,1,1
Max VERTELESKYI,Max,VERTELESKYI,spoluzakladatel,M,M5,1,1
Max WAKEFIELD,Max,WAKEFIELD,organizátor protestu,M,?,1,1
Maxim LOMYKIM,Maxim,LOMYKIM,pilot,M,?,1,1
Meeri KOIVUNIEMIOVÁ,Meeri,KOIVUNIEMIOVÁ,bioložka,F,M3,1,1
Juniorské ME,Juniorské,ME,v silniční cyklistice otevřela ženská,M,?,1,1
Jurij MOJSEVIČ,Jurij,MOJSEVIČ,hlavní trenér běloruského atletického týmu,M,M5,1,1
Michael BENDAVID,Michael,BENDAVID,právní zástupce obžalovaných,M,?,1,1
Meghan MARKLEOVÁ,Meghan,MARKLEOVÁ,vévodkyně ze,F,?,1,1
Meghan TAYLOROVÁ,Meghan,TAYLOROVÁ,účastnice protestů,F,?,1,1
Melania RODRIGUEZOVÁ,Melania,RODRIGUEZOVÁ,obyvatelka,F,M2,1,1
Melanie ENGRAMOVÁ,Melanie,ENGRAMOVÁ,výzkumná asistentka z,F,?,1,1
Melina GATESOVÁ,Melina,GATESOVÁ,manželka,F,?,1,1
Melinda GATESOVI,Melinda,GATESOVI,prohlášení,F?,?,1,1
Mercedes RBS,Mercedes,RBS,slibuje dojezd,M,?,1,1
Michael BLOOMBERG,Michael,BLOOMBERG,velvyslanec gen,M,M6,1,1
Michael CANOV,Michael,CANOV,starosta,M,M6,1,1
Michael GOVE,Michael,GOVE,ministr spravedlnosti,M,M6,1,1
Michael HOULT,Michael,HOULT,australský jachtař,M,?,1,1
Metoda PCR,Metoda,PCR,potvrdila nákazu u tisíce,F?,?,1,1
Metody CRISPR,Metody,CRISPR,můžete dozvědět v rozhovorech s,M,?,1,1
Mette FREDERIKSENOVÁ,Mette,FREDERIKSENOVÁ,dánská premiérka,F,M6,1,1
Micha KURTYKA,Micha,KURTYKA,polský ministr klimatu,F?,M6,1,1
Michaela BOTHOVÁ,Michaela,BOTHOVÁ,mluvčí,F,M1,1,1
Michaela JÍLKOVÁ,Michaela,JÍLKOVÁ,moderátorka ano tak pan europoslanec,F,M1,1,1
Michaela JÍLKOVÁ,Michaela,JÍLKOVÁ,moderátorka ano to jsme slyšeli,F,M1,1,1
Michaela JÍLKOVÁ,Michaela,JÍLKOVÁ,moderátorka ministerstvo životního prostředí taky,F,M1,1,1
Michael KARISCH,Michael,KARISCH,německý turista,M,?,1,1
Michael KIDD,Michael,KIDD,prvním muže žádajícího o azyl,M,?,1,1
Michael MCLAUGHLIN,Michael,MCLAUGHLIN,obyvatel,M,M2,1,1
Michal HOZÁK,Michal,HOZÁK,čtenář,M,?,1,1
Josef HOLEŠ,Josef,HOLEŠ,nadlesní,M,?,1,1
Jorge YUNDA,Jorge,YUNDA,primátor,F?,M6,1,1
Jorgen LEFEVRE,Jorgen,LEFEVRE,zástupce,M,M5,1,1
Michaela MAREČKOVÁ,Michaela,MAREČKOVÁ,rostlinná fyzioložka,F,?,1,1
Michaela NOVÁKOVÁ,Michaela,NOVÁKOVÁ,redaktorka,F,M1,1,1
Michaela PRUKNEROVÁ,Michaela,PRUKNEROVÁ,starostka,F,M6,1,1
Michaela BABIŠOVÁ,Michaela,BABIŠOVÁ,iniciativa,F,?,1,1
Michaela BELASOVÁ,Michaela,BELASOVÁ,vedoucí odborných projektů,F,M5,1,1
Josef POKORNÝ,Josef,POKORNÝ,tajemník,M,M6,1,1
Josef PÁNEK,Josef,PÁNEK,spisovatel a vědec,M,M5,1,1
Josef MUDRÁK,Josef,MUDRÁK,starosta,M,M6,1,1
Josef MÁDLE,Josef,MÁDLE,reportér,M,M1,1,1
Josef PATOČKA,Josef,PATOČKA,účastník pařížské konference,M,?,1,1
Josef KOTT,Josef,KOTT,místopředseda zemědělského výboru,M,M6,1,1
Josef LEPŠA,Josef,LEPŠA,spoluautor projektu studio,M,?,1,1
Josef HLAVINKA,Josef,HLAVINKA,předseda,M,M6,1,1
Judy FRYLANDOVÁ,Judy,FRYLANDOVÁ,chicagský magistrát,F,?,1,1
Josef ŠEDLBAUER,Josef,ŠEDLBAUER,zastupitel ekolog,M,M6,1,1
Joseph MEJLA,Joseph,MEJLA,farmář v,M,M2,1,1
Joseph MILLS,Joseph,MILLS,fotbalista klubu,M,?,1,1
Josef STRAKA,Josef,STRAKA,organizátor festivalu,M,?,1,1
Josef SYPTÁK,Josef,SYPTÁK,obyvatel,M,M2,1,1
Josef SÍKELA,Josef,SÍKELA,ministr půrmyslu a obchodu,M,M6,1,1
Josef VALÁŠEK,Josef,VALÁŠEK,zemědělec,M,M2,1,1
John KERRY,John,KERRY,zvláštní zmocněnec pro boj s,M,M6,1,1
John KIRBY,John,KIRBY,mluvčí amerického ministerstva obrany,M,M1,1,1
John MCCAIN,John,MCCAIN,republikánský prezidentský kandidát,M,?,1,1
John SAUVEN,John,SAUVEN,výkonný ředitel,M,M5,1,1
John WOJNOWSKI,John,WOJNOWSKI,oběť sexuálního zneužívání,M,?,1,1
John YARBROUGH,John,YARBROUGH,náměstek ředitele kalifornská správa vodních,M,M5,1,1
John KASICH,John,KASICH,republikánský kandidát na prezidenta,M,?,1,1
John KERRY,John,KERRY,americký zmocněnec pro boj s,M,M6,1,1
Joonas FRITZE,Joonas,FRITZE,ochránce přírody,M,?,1,1
John YARBROUGH,John,YARBROUGH,náměstek ředitele kalifornského úřadu pro,M,M5,1,1
John YARBROUGH,John,YARBROUGH,zástupce ředitele kalifornského úřadu pro,M,M5,1,1
John YOUNGSTALLAN,John,YOUNGSTALLAN,mluvčí australského námořního úřadu,M,M1,1,1
John YOUNGUSTALIAN,John,YOUNGUSTALIAN,mluvčí australského námořního úřadu,M,M1,1,1
John YOUNGUSTALLAN,John,YOUNGUSTALLAN,mluvčí australského námořního úřadu,M,M1,1,1
John ZIZIULAS,John,ZIZIULAS,metropolita pravoslavné církve řecký teolog,M,?,1,1
John KERRY,John,KERRY,zvláštní vyslanec pro boj proti,M,?,1,1
Michail KREINDLIN,Michail,KREINDLIN,představitel ruské pobočky organizace,M,?,1,1
Michail KREINDLIN,Michail,KREINDLIN,zástupce,M,M5,1,1
Jonathan BRENT,Jonathan,BRENT,vysokoškolský pedagog odborník na komunismus,M,?,1,1
Jonathan EWING,Jonathan,EWING,podnikatel,M,?,1,1
Jonathan POLLACK,Jonathan,POLLACK,historik odborník na,M,M3,1,1
Jones ES,Jones,ES,un kódem a teplotě,M,?,1,1
Jones FUROVÁ,Jones,FUROVÁ,předsedkyně výboru pro udržitelnost za,F,M6,1,1
Jong KIM,Jong,KIM,prezident,M,M6,1,1
Michal HÁJEK,Michal,HÁJEK,botanik,M,?,1,1
Michal JAKUBEC,Michal,JAKUBEC,preparátor,M,?,1,1
Michal KADERA,Michal,KADERA,vedoucí vnějších vztahů,M,M5,1,1
Michal DRÁBEK,Michal,DRÁBEK,dopravní expert,M,?,1,1
Michal DUSÍK,Michal,DUSÍK,redaktor,M,M1,1,1
Michal HAŠEK,Michal,HAŠEK,hejtman,M,M6,1,1
Michal HLAVIČKA,Michal,HLAVIČKA,velitel zásahu,M,M6,1,1
Michal HODRAVA,Michal,HODRAVA,hasič,M,?,1,1
John GADDIE,John,GADDIE,kapitán hasičského odddělení prevence,M,?,1,1
John GRUNSFELD,John,GRUNSFELD,náměstek ředitele vědeckých misí,M,M5,1,1
John HOLDREN,John,HOLDREN,vědecký poradce,M,M3,1,1
Joel KELOI,Joel,KELOI,pastevec uživatel aplikace,M,?,1,1
Jog LAUE,Jog,LAUE,obyvatel města,M,M2,1,1
Johan HOLLANDER,Johan,HOLLANDER,švédský mořský biolog,M,?,1,1
Johanna MIKLOVÁ LEITNEROVÁ,Johanna,MIKLOVÁ LEITNEROVÁ,rakouská ministryně vnitra,F,M6,1,1
Joe PELLE,Joe,PELLE,šerif,F?,?,1,1
Michal KOZUBEK,Michal,KOZUBEK,vědecký pracovník,M,M3,1,1
Michal KUBAL,Michal,KUBAL,moderátor dolarů,M,M1,1,1
Michal KUBAL,Michal,KUBAL,moderátor nesrozumitelné,M,M1,1,1
Michal KUBAL,Michal,KUBAL,moderátor souzvuk zvuků vyrazíme o,M,M1,1,1
Michal KUBAL,Michal,KUBAL,redaktor živě,M,M1,1,1
Johannes TORPE,Johannes,TORPE,designér,M,?,1,1
John CHRISTENSEN,John,CHRISTENSEN,autor zprávy,M,?,1,1
John EDEL,John,EDEL,pilot,M,?,1,1
Michal SZULDRZY SKI,Michal,SZULDRZY SKI,komentátor,M,M1,1,1
Michal MAREK,Michal,MAREK,biolog ředitel,M,M3,1,1
Michal MIKŠÍK,Michal,MIKŠÍK,mluvčí,M,M1,1,1
Michal PAŘÍZEK,Michal,PAŘÍZEK,katedra mezinárodních vztahů,M,M3,1,1
Michal KURTYKA,Michal,KURTYKA,náměstek polského ministra životního prostředí,M,M5,1,1
Michal KURTYKA,Michal,KURTYKA,předseda,M,M6,1,1
Michal KUČERA,Michal,KUČERA,předseda poslaneckého klubu,M,M6,1,1
Michal KŘEMEN,Michal,KŘEMEN,strážník městské policie,M,?,1,1
John KERRY,John,KERRY,bývalý ministr zahraničí,M,M6,1,1
John KERRY,John,KERRY,zvláštní vyslanec prezidenta,M,?,1,1
Michal POLANSKÝ,Michal,POLANSKÝ,odtahová služba,M,?,1,1
Michal PRAPOTNY,Michal,PRAPOTNY,ředitel polského uhelného dolu,M,M5,1,1
Michal RYBNÍČEK,Michal,RYBNÍČEK,dendrochronolog,M,?,1,1
Michal RYGL,Michal,RYGL,přednosta,M,?,1,1
Michal SCHUSTER,Michal,SCHUSTER,mluvčí vlády,M,M1,1,1
Michal SLOUKA,Michal,SLOUKA,pozorovatel,M,?,1,1
Joanna MIZIO EKOVÁ,Joanna,MIZIO EKOVÁ,komentátorka,F,M1,1,1
Joanna MIZIOLEKOVÁ,Joanna,MIZIOLEKOVÁ,komentátorka,F,M1,1,1
Jiří ŠESTÁK,Jiří,ŠESTÁK,místopředseda,M,M6,1,1
Jiří ŠTEFEK,Jiří,ŠTEFEK,cyklista,M,?,1,1
Jiří ŠTOČEK,Jiří,ŠTOČEK,ředitel divize,M,M5,1,1
Jiří ŠTĚPÁN,Jiří,ŠTĚPÁN,hejtman,M,M6,1,1
Jiří ŠÍMA,Jiří,ŠÍMA,redaktor,M,M1,1,1
Jiří ŠÍR,Jiří,ŠÍR,náměstek ministerstva zemědělství,M,M5,1,1
Michal ZEMAN,Michal,ZEMAN,molekulární biolog,M,?,1,1
Michal ŠEBELA,Michal,ŠEBELA,redaktor,M,M1,1,1
Michal ŠNOBR,Michal,ŠNOBR,analytik,M,M5,1,1
Michal ŠNOBR,Michal,ŠNOBR,analytik a minoritní akcionář,M,M5,1,1
Jo HOUSEOVÁ,Jo,HOUSEOVÁ,klimatoložka,F,M3,1,1
Joachim SCHELLNHBUER,Joachim,SCHELLNHBUER,klimatolog,M,M3,1,1
Joana CARVALHOVÁ,Joana,CARVALHOVÁ,bioložka,F,M3,1,1
Joanie WILLETTOVÁ,Joanie,WILLETTOVÁ,expertka na hrabství,F,M5,1,1
Michel TEMER,Michel,TEMER,brazilský vicepremiér,M,M6,1,1
Michelle BACHELETOVÁ,Michelle,BACHELETOVÁ,vysoká komisařka,F,?,1,1
Michelle OBAMOVÁ,Michelle,OBAMOVÁ,bývalá prvá dáma,F,?,1,1
Micheál MARTIN,Micheál,MARTIN,irský premiér,M,?,1,1
Mick RYAN,Mick,RYAN,australský generál ve výslužbě,M,M6,1,1
Miguel ARIAS CANETE,Miguel,ARIAS CANETE,eurokomisař pro klima a energie,M,?,1,1
Michel FONNE,Michel,FONNE,vinař,M,?,1,1
Michal VOTŘEL,Michal,VOTŘEL,vedoucí stavebního a investičního odboru,M,M5,1,1
Joe BIDEN,Joe,BIDEN,demokratický kandidát,F?,?,1,1
Joe BIDEN,Joe,BIDEN,kandidát,F?,M6,1,1
Joe BIDEN,Joe,BIDEN,nový americký prezident,F?,M6,1,1
Miguel ROMERO,Miguel,ROMERO,hasiči,M,?,1,1
Mike BARRET,Mike,BARRET,ředitel výzkumu,F?,M5,1,1
Mike BRUNE,Mike,BRUNE,ředitel ochranářské,F?,M5,1,1
Mike RAWLINGS,Mike,RAWLINGS,starosta,F?,M6,1,1
Mike SOMMERS,Mike,SOMMERS,výkonný ředitel,F?,M5,1,1
Milan CHYTRÝ,Milan,CHYTRÝ,botanik,M,?,1,1
Milada VÁLKOV,Milada,VÁLKOV,vinařka,F?,?,1,1
Milada VÁLKOVÁ,Milada,VÁLKOVÁ,vinařka,F,?,1,1
Mikuláš BEK,Mikuláš,BEK,předseda senátního evropského výboru nestr,M,M6,1,1
Mikuláš FERJENČÍK,Mikuláš,FERJENČÍK,místopředseda rozpočtového výboru,M,M6,1,1
Mikuláš FERJENČÍK,Mikuláš,FERJENČÍK,místopředseda strany,M,M6,1,1
Mikuláš FERJENČÍK,Mikuláš,FERJENČÍK,poslanec,M,M6,1,1
Mikuláš MINÁŘ,Mikuláš,MINÁŘ,organizátor protestů předseda spolku,M,?,1,1
Jiří POVÝŠIL,Jiří,POVÝŠIL,paraolympionik,M,?,1,1
Jiří PETERKA,Jiří,PETERKA,cestující,M,?,1,1
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,bývalý předseda strany europoslanec,M,M6,1,1
Jiří NEJDL,Jiří,NEJDL,divák,M,?,1,1
Jiří NĚMČÍK,Jiří,NĚMČÍK,velitel,M,M6,1,1
Jiří OVČÁČEK,Jiří,OVČÁČEK,mluvčí prezidenta republiky,M,M1,1,1
Milan ESTERKA,Milan,ESTERKA,provozovatel restaurace,M,M5,1,1
Milan FAJMON,Milan,FAJMON,předseda družstva,M,M6,1,1
Jiří VAŇÁSEK,Jiří,VAŇÁSEK,náměstek pro řízení sekce zaměstnanců,M,M5,1,1
Jiří REIF,Jiří,REIF,ornitolog,M,M3,1,1
Jiří RŮŽIČKA,Jiří,RŮŽIČKA,senátor,M,M6,1,1
Jiří SEDMÍK,Jiří,SEDMÍK,doktorand,M,?,1,1
Jiří SPRUŽINA,Jiří,SPRUŽINA,entomolog,M,?,1,1
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,europoslanec předseda strany,M,M6,1,1
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,předseda strany europoslanec,M,M6,1,1
Jiří POVAŽAN,Jiří,POVAŽAN,zástupce vedoucího,M,M5,1,1
Jiří VÁCLAVEK,Jiří,VÁCLAVEK,moderátor který mimo jiné zmiňoval,M,M1,1,1
Jiří WEIGL,Jiří,WEIGL,kancléř prezidenta spoluzakladatel,M,M6,1,1
Jiří ZIEGLER,Jiří,ZIEGLER,starosta,M,M6,1,1
Jiří TERYNGEL,Jiří,TERYNGEL,advokát soudkyně,M,?,1,1
Jiří TUREK,Jiří,TUREK,radiologický technik,M,?,1,1
Jiří TVRDÝ,Jiří,TVRDÝ,zemědělec,M,M2,1,1
Jiří VACEK,Jiří,VACEK,zemědělec,M,M2,1,1
Jiří VALENTA,Jiří,VALENTA,místopředseda evropského výboru,M,M6,1,1
Milan NIČ,Milan,NIČ,analytik,M,M5,1,1
Milan NOVOTNÝ,Milan,NOVOTNÝ,učitel,M,?,1,1
Milan STŘÍTESKÝ,Milan,STŘÍTESKÝ,zástupce organizátora,M,M5,1,1
Milan VLČEK,Milan,VLČEK,starosta,M,M6,1,1
